yearDraft,numberPickOverall,numberRound,numberRoundPick,namePlayer,slugTeam,nameOrganizationFrom,typeOrganizationFrom,idPlayer,idTeam,nameTeam,cityTeam,teamName,slugOrganizationTypeFrom,locationOrganizationFrom
2004,24,1,24,Delonte West,BOS,Saint Joseph's,College/University,2753,1610612738,Boston Celtics,Boston,Celtics,COL,NA
2004,25,1,25,Tony Allen,BOS,Oklahoma State,College/University,2754,1610612738,Boston Celtics,Boston,Celtics,COL,NA
2004,26,1,26,Kevin Martin,SAC,Western Carolina,College/University,2755,1610612758,Sacramento Kings,Sacramento,Kings,COL,NA
2004,27,1,27,Sasha Vujacic,LAL,Pallalcesto Amatori Udine,Other Team/Club,2756,1610612747,Los Angeles Lakers,Los Angeles,Lakers,PRO,Italy
2004,28,1,28,Beno Udrih,SAS,Olimpia Milano,Other Team/Club,2757,1610612759,San Antonio Spurs,San Antonio,Spurs,PRO,Italy
2004,29,1,29,David Harrison,IND,Colorado,College/University,2758,1610612754,Indiana Pacers,Indiana,Pacers,COL,NA
2004,30,2,1,Anderson Varejao,ORL,FC Barcelona Basquet,Other Team/Club,2760,1610612753,Orlando Magic,Orlando,Magic,PRO,Spain
2004,31,2,2,Jackson Vroman,CHI,Iowa State,College/University,2761,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2004,32,2,3,Peter John Ramos,WAS,Criollos de Caguas,Other Team/Club,2762,1610612764,Washington Wizards,Washington,Wizards,PRO,Puerto Rico
2004,33,2,4,Lionel Chalmers,LAC,Xavier,College/University,2763,1610612746,Los Angeles Clippers,Los Angeles,Clippers,COL,NA
2004,34,2,5,Donta Smith,ATL,Southeastern Illinois,College/University,2764,1610612737,Atlanta Hawks,Atlanta,Hawks,COL,NA
2004,35,2,6,Andre Emmett,SEA,Texas Tech,College/University,2765,1610612760,Seattle SuperSonics,Seattle,SuperSonics,COL,NA
2004,36,2,7,Antonio Burks,ORL,Memphis,College/University,2766,1610612753,Orlando Magic,Orlando,Magic,COL,NA
2004,37,2,8,Royal Ivey,ATL,Brigham Young,College/University,2767,1610612737,Atlanta Hawks,Atlanta,Hawks,COL,NA
2004,38,2,9,Chris Duhon,CHI,Duke,College/University,2768,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2004,39,2,10,Albert Miralles,TOR,Roseto Sharks,Other Team/Club,2769,1610612761,Toronto Raptors,Toronto,Raptors,PRO,Italy
2004,40,2,11,Justin Reed,BOS,Mississippi,College/University,2770,1610612738,Boston Celtics,Boston,Celtics,COL,NA
2004,41,2,12,David Young,SEA,North Carolina Central,College/University,2801,1610612760,Seattle SuperSonics,Seattle,SuperSonics,COL,NA
2004,42,2,13,Viktor Sanikidze,ATL,JDA Dijon Basket,Other Team/Club,2771,1610612737,Atlanta Hawks,Atlanta,Hawks,PRO,France
2004,43,2,14,Trevor Ariza,NYK,California-Los Angeles,College/University,2772,1610612752,New York Knicks,New York,Knicks,COL,NA
2004,44,2,15,Tim Pickett,NOH,Florida State,College/University,2773,1610612740,New Orleans Hornets,New Orleans,Hornets,COL,NA
2004,45,2,16,Bernard Robinson,CHA,Michigan,College/University,2774,1610612766,Charlotte Bobcats,Charlotte,Bobcats,COL,NA
2004,46,2,17,Ha Ha,POR,Yonsei (KOR),College/University,2775,1610612757,Portland Trail Blazers,Portland,Trail Blazers,COL,NA
2004,47,2,18,Pape Sow,MIA,Cal State-Fullerton,College/University,2776,1610612748,Miami Heat,Miami,Heat,COL,NA
2004,48,2,19,Ricky Minard,SAC,Morehead State,College/University,2777,1610612758,Sacramento Kings,Sacramento,Kings,COL,NA
2004,49,2,20,Sergei Lishouk,MEM,Miami (FL),College/University,2778,1610612763,Memphis Grizzlies,Memphis,Grizzlies,COL,NA
2004,50,2,21,Vassilis Spanoulis,DAL,Maroussi B.C.,Other Team/Club,2779,1610612742,Dallas Mavericks,Dallas,Mavericks,PRO,Greece
2004,51,2,22,Christian Drejer,NJN,FC Barcelona Basquet,Other Team/Club,2780,1610612751,New Jersey Nets,New Jersey,Nets,PRO,Spain
2004,52,2,23,Romain Sato,SAS,Xavier,College/University,2781,1610612759,San Antonio Spurs,San Antonio,Spurs,COL,NA
2004,53,2,24,Matt Freije,MIA,Vanderbilt,College/University,2782,1610612748,Miami Heat,Miami,Heat,COL,NA
2004,54,2,25,Rickey Paulding,DET,Missouri,College/University,2783,1610612765,Detroit Pistons,Detroit,Pistons,COL,NA
2004,55,2,26,Luis Flores,HOU,Manhattan,College/University,2784,1610612745,Houston Rockets,Houston,Rockets,COL,NA
2004,56,2,27,Marcus Douthit,LAL,Providence,College/University,2785,1610612747,Los Angeles Lakers,Los Angeles,Lakers,COL,NA
2004,57,2,28,Sergei Karaulov,SAS,Sakha-Yakutia Yakutsk,Other Team/Club,2807,1610612759,San Antonio Spurs,San Antonio,Spurs,PRO,Russia
2004,58,2,29,Blake Stepp,MIN,Gonzaga,College/University,2786,1610612750,Minnesota Timberwolves,Minnesota,Timberwolves,COL,NA
2004,59,2,30,Rashad Wright,IND,Georgia,College/University,2787,1610612754,Indiana Pacers,Indiana,Pacers,COL,NA
2003,1,1,1,LeBron James,CLE,Saint Vincent-Saint Mary,High School,2544,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,HS,NA
2003,2,1,2,Darko Milicic,DET,KK Vrsac,Other Team/Club,2545,1610612765,Detroit Pistons,Detroit,Pistons,PRO,Serbia
2003,3,1,3,Carmelo Anthony,DEN,Syracuse,College/University,2546,1610612743,Denver Nuggets,Denver,Nuggets,COL,NA
2003,4,1,4,Chris Bosh,TOR,Georgia Tech,College/University,2547,1610612761,Toronto Raptors,Toronto,Raptors,COL,NA
2003,5,1,5,Dwyane Wade,MIA,Marquette,College/University,2548,1610612748,Miami Heat,Miami,Heat,COL,NA
2003,6,1,6,Chris Kaman,LAC,Central Michigan,College/University,2549,1610612746,Los Angeles Clippers,Los Angeles,Clippers,COL,NA
2003,7,1,7,Kirk Hinrich,CHI,Kansas,College/University,2550,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2003,8,1,8,T.J. Ford,MIL,Texas,College/University,2551,1610612749,Milwaukee Bucks,Milwaukee,Bucks,COL,NA
2003,9,1,9,Michael Sweetney,NYK,Georgetown,College/University,2552,1610612752,New York Knicks,New York,Knicks,COL,NA
2003,10,1,10,Jarvis Hayes,WAS,Georgia,College/University,2553,1610612764,Washington Wizards,Washington,Wizards,COL,NA
2003,11,1,11,Mickael Pietrus,GSW,Elan Bearnais Pau-Orthez,Other Team/Club,2554,1610612744,Golden State Warriors,Golden State,Warriors,PRO,France
2003,12,1,12,Nick Collison,SEA,Kansas,College/University,2555,1610612760,Seattle SuperSonics,Seattle,SuperSonics,COL,NA
2003,13,1,13,Marcus Banks,MEM,Nevada-Las Vegas,College/University,2556,1610612763,Memphis Grizzlies,Memphis,Grizzlies,COL,NA
2003,14,1,14,Luke Ridnour,SEA,Oregon,College/University,2557,1610612760,Seattle SuperSonics,Seattle,SuperSonics,COL,NA
2003,15,1,15,Reece Gaines,ORL,Louisville,College/University,2558,1610612753,Orlando Magic,Orlando,Magic,COL,NA
2003,16,1,16,Troy Bell,BOS,Boston College,College/University,2559,1610612738,Boston Celtics,Boston,Celtics,COL,NA
2003,17,1,17,Zarko Cabarkapa,PHX,KK Buducnost Podgorica,Other Team/Club,2560,1610612756,Phoenix Suns,Phoenix,Suns,PRO,Montenegro
2003,18,1,18,David West,NOH,Xavier,College/University,2561,1610612740,New Orleans Hornets,New Orleans,Hornets,COL,NA
2003,19,1,19,Sasha Pavlovic,UTA,KK Buducnost Podgorica,Other Team/Club,2562,1610612762,Utah Jazz,Utah,Jazz,PRO,Montenegro
2003,20,1,20,Dahntay Jones,BOS,Duke,College/University,2563,1610612738,Boston Celtics,Boston,Celtics,COL,NA
2003,21,1,21,Boris Diaw,ATL,Elan Bearnais Pau-Orthez,Other Team/Club,2564,1610612737,Atlanta Hawks,Atlanta,Hawks,PRO,France
2003,22,1,22,Zoran Planinic,NJN,KK Cibona,Other Team/Club,2565,1610612751,New Jersey Nets,New Jersey,Nets,PRO,Croatia
2003,23,1,23,Travis Outlaw,POR,Starkville,High School,2566,1610612757,Portland Trail Blazers,Portland,Trail Blazers,HS,NA
2003,24,1,24,Brian Cook,LAL,Illinois,College/University,2567,1610612747,Los Angeles Lakers,Los Angeles,Lakers,COL,NA
2003,25,1,25,Carlos Delfino,DET,Fortitudo Pallacanestro Bologna,Other Team/Club,2568,1610612765,Detroit Pistons,Detroit,Pistons,PRO,Italy
2003,26,1,26,Ndudi Ebi,MIN,Westbury Christian School,High School,2569,1610612750,Minnesota Timberwolves,Minnesota,Timberwolves,HS,NA
2003,27,1,27,Kendrick Perkins,MEM,Clifton J. Ozen,High School,2570,1610612763,Memphis Grizzlies,Memphis,Grizzlies,HS,NA
2003,28,1,28,Leandro Barbosa,SAS,Associacao Bauru Basketball Team,Other Team/Club,2571,1610612759,San Antonio Spurs,San Antonio,Spurs,PRO,Brazil
2003,29,1,29,Josh Howard,DAL,Wake Forest,College/University,2572,1610612742,Dallas Mavericks,Dallas,Mavericks,COL,NA
2003,30,2,1,Maciej Lampe,NYK,Madrid (ESP),College/University,2573,1610612752,New York Knicks,New York,Knicks,COL,NA
2003,31,2,2,Jason Kapono,CLE,California-Los Angeles,College/University,2574,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,COL,NA
2003,32,2,3,Luke Walton,LAL,Arizona,College/University,2575,1610612747,Los Angeles Lakers,Los Angeles,Lakers,COL,NA
2003,33,2,4,Jerome Beasley,MIA,North Dakota,College/University,2602,1610612748,Miami Heat,Miami,Heat,COL,NA
2003,34,2,5,Sofoklis Schortsanitis,LAC,Iraklis Thessaloniki B.C.,Other Team/Club,2577,1610612746,Los Angeles Clippers,Los Angeles,Clippers,PRO,Greece
2003,35,2,6,Szymon Szewczyk,MIL,Basketball Lowen Braunschweig,Other Team/Club,2578,1610612749,Milwaukee Bucks,Milwaukee,Bucks,PRO,Germany
2003,36,2,7,Mario Austin,CHI,Mississippi State,College/University,2579,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2003,37,2,8,Travis Hansen,ATL,Brigham Young,College/University,2580,1610612737,Atlanta Hawks,Atlanta,Hawks,COL,NA
2003,38,2,9,Steve Blake,WAS,Maryland,College/University,2581,1610612764,Washington Wizards,Washington,Wizards,COL,NA
2003,39,2,10,Slavko Vranes,NYK,KK Buducnost Podgorica,Other Team/Club,2582,1610612752,New York Knicks,New York,Knicks,PRO,Montenegro
2003,40,2,11,Derrick Zimmerman,GSW,Mississippi State,College/University,2583,1610612744,Golden State Warriors,Golden State,Warriors,COL,NA
2003,41,2,12,Willie Green,SEA,Detroit Mercy,College/University,2584,1610612760,Seattle SuperSonics,Seattle,SuperSonics,COL,NA
2003,42,2,13,Zaza Pachulia,ORL,Ulkerspor,Other Team/Club,2585,1610612753,Orlando Magic,Orlando,Magic,PRO,Turkey
2003,43,2,14,Keith Bogans,MIL,Kentucky,College/University,2586,1610612749,Milwaukee Bucks,Milwaukee,Bucks,COL,NA
2003,44,2,15,Malick Badiane,HOU,TV Langen,Other Team/Club,2587,1610612745,Houston Rockets,Houston,Rockets,PRO,Germany
2003,45,2,16,Matt Bonner,CHI,Florida,College/University,2588,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2003,46,2,17,Sani Becirovic,DEN,Virtus Pallacanestro Bologna,Other Team/Club,2589,1610612743,Denver Nuggets,Denver,Nuggets,PRO,Italy
2003,47,2,18,Mo Williams,UTA,Alabama,College/University,2590,1610612762,Utah Jazz,Utah,Jazz,COL,NA
2003,48,2,19,James Lang,NOH,Central Park Christian,High School,2591,1610612740,New Orleans Hornets,New Orleans,Hornets,HS,NA
2003,49,2,20,James Jones,IND,Miami (FL),College/University,2592,1610612754,Indiana Pacers,Indiana,Pacers,COL,NA
2003,50,2,21,Paccelis Morlende,PHI,JDA Dijon Basket,Other Team/Club,2593,1610612755,Philadelphia 76ers,Philadelphia,76ers,PRO,France
2003,51,2,22,Kyle Korver,NJN,Creighton,College/University,2594,1610612751,New Jersey Nets,New Jersey,Nets,COL,NA
2003,52,2,23,Remon Van de Hare,TOR,FC Barcelona Basquet,Other Team/Club,2595,1610612761,Toronto Raptors,Toronto,Raptors,PRO,Spain
2003,53,2,24,Tommy Smith,CHI,Arizona State,College/University,2596,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2003,54,2,25,Nedzad Sinanovic,POR,HKK Brotnjo,Other Team/Club,2597,1610612757,Portland Trail Blazers,Portland,Trail Blazers,PRO,Bosnia and Herzegovina
2003,55,2,26,Rick Rickert,MIN,Minnesota,College/University,2598,1610612750,Minnesota Timberwolves,Minnesota,Timberwolves,COL,NA
2003,56,2,27,Brandon Hunter,BOS,Ohio,College/University,2599,1610612738,Boston Celtics,Boston,Celtics,COL,NA
2003,57,2,28,Xue Yuyang,DAL,Hong Kong Flying Dragons,Other Team/Club,2600,1610612742,Dallas Mavericks,Dallas,Mavericks,PRO,China
2003,58,2,29,Andreas Glyniadakis,DET,A.E.K. Athens B.C.,Other Team/Club,2601,1610612765,Detroit Pistons,Detroit,Pistons,PRO,Greece
2002,1,1,1,Yao Ming,HOU,Shanghai Sharks,Other Team/Club,2397,1610612745,Houston Rockets,Houston,Rockets,PRO,China
2002,2,1,2,Jay Williams,CHI,Duke,College/University,2398,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2002,3,1,3,Mike Dunleavy,GSW,Duke,College/University,2399,1610612744,Golden State Warriors,Golden State,Warriors,COL,NA
2002,4,1,4,Drew Gooden,MEM,Kansas,College/University,2400,1610612763,Memphis Grizzlies,Memphis,Grizzlies,COL,NA
2002,5,1,5,Nikoloz Tskitishvili,DEN,Universo Treviso Basket,Other Team/Club,2401,1610612743,Denver Nuggets,Denver,Nuggets,PRO,Italy
2002,6,1,6,Dajuan Wagner,CLE,Memphis,College/University,2402,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,COL,NA
2002,7,1,7,Nene,NYK,CR Vasco da Gama,Other Team/Club,2403,1610612752,New York Knicks,New York,Knicks,PRO,Brazil
2002,8,1,8,Chris Wilcox,LAC,Maryland,College/University,2404,1610612746,Los Angeles Clippers,Los Angeles,Clippers,COL,NA
2002,9,1,9,Amare Stoudemire,PHX,Cypress Creek,High School,2405,1610612756,Phoenix Suns,Phoenix,Suns,HS,NA
2002,10,1,10,Caron Butler,MIA,Connecticut,College/University,2406,1610612748,Miami Heat,Miami,Heat,COL,NA
2002,11,1,11,Jared Jeffries,WAS,Indiana,College/University,2407,1610612764,Washington Wizards,Washington,Wizards,COL,NA
2002,12,1,12,Melvin Ely,LAC,Fresno State,College/University,2408,1610612746,Los Angeles Clippers,Los Angeles,Clippers,COL,NA
2002,13,1,13,Marcus Haislip,MIL,Tennessee,College/University,2409,1610612749,Milwaukee Bucks,Milwaukee,Bucks,COL,NA
2002,14,1,14,Fred Jones,IND,Oregon,College/University,2410,1610612754,Indiana Pacers,Indiana,Pacers,COL,NA
2002,15,1,15,Bostjan Nachbar,HOU,Universo Treviso Basket,Other Team/Club,2411,1610612745,Houston Rockets,Houston,Rockets,PRO,Italy
2002,16,1,16,Jiri Welsch,PHI,KK Olimpija,Other Team/Club,2412,1610612755,Philadelphia 76ers,Philadelphia,76ers,PRO,Slovenia
2002,17,1,17,Juan Dixon,WAS,Maryland,College/University,2413,1610612764,Washington Wizards,Washington,Wizards,COL,NA
2002,18,1,18,Curtis Borchardt,ORL,Stanford,College/University,2414,1610612753,Orlando Magic,Orlando,Magic,COL,NA
2002,19,1,19,Ryan Humphrey,UTA,Notre Dame,College/University,2415,1610612762,Utah Jazz,Utah,Jazz,COL,NA
2002,20,1,20,Kareem Rush,TOR,Missouri,College/University,2416,1610612761,Toronto Raptors,Toronto,Raptors,COL,NA
2002,21,1,21,Qyntel Woods,POR,Northeast Mississippi Community College,College/University,2417,1610612757,Portland Trail Blazers,Portland,Trail Blazers,COL,NA
2002,22,1,22,Casey Jacobsen,PHX,Stanford,College/University,2418,1610612756,Phoenix Suns,Phoenix,Suns,COL,NA
2002,23,1,23,Tayshaun Prince,DET,Kentucky,College/University,2419,1610612765,Detroit Pistons,Detroit,Pistons,COL,NA
2002,24,1,24,Nenad Krstic,NJN,KK Partizan,Other Team/Club,2420,1610612751,New Jersey Nets,New Jersey,Nets,PRO,Serbia
2002,25,1,25,Frank Williams,DEN,Illinois,College/University,2421,1610612743,Denver Nuggets,Denver,Nuggets,COL,NA
2002,26,1,26,John Salmons,SAS,Miami (FL),College/University,2422,1610612759,San Antonio Spurs,San Antonio,Spurs,COL,NA
2002,27,1,27,Chris Jefferies,LAL,Fresno State,College/University,2423,1610612747,Los Angeles Lakers,Los Angeles,Lakers,COL,NA
2002,28,1,28,Dan Dickau,SAC,Gonzaga,College/University,2424,1610612758,Sacramento Kings,Sacramento,Kings,COL,NA
2002,29,2,1,Steve Logan,GSW,Cincinnati,College/University,2426,1610612744,Golden State Warriors,Golden State,Warriors,COL,NA
2002,30,2,2,Roger Mason Jr.,CHI,Virginia,College/University,2427,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2002,31,2,3,Robert Archibald,MEM,Illinois,College/University,2425,1610612763,Memphis Grizzlies,Memphis,Grizzlies,COL,NA
2002,32,2,4,Vincent Yarbrough,DEN,Tennessee,College/University,2428,1610612743,Denver Nuggets,Denver,Nuggets,COL,NA
2002,33,2,5,Dan Gadzuric,MIL,California-Los Angeles,College/University,2429,1610612749,Milwaukee Bucks,Milwaukee,Bucks,COL,NA
2002,34,2,6,Carlos Boozer,CLE,Duke,College/University,2430,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,COL,NA
2002,35,2,7,Milos Vujanic,NYK,KK Partizan,Other Team/Club,2525,1610612752,New York Knicks,New York,Knicks,PRO,Serbia
2002,36,2,8,David Andersen,ATL,Virtus Pallacanestro Bologna,Other Team/Club,2431,1610612737,Atlanta Hawks,Atlanta,Hawks,PRO,Italy
2002,37,2,9,Tito Maddox,HOU,Fresno State,College/University,2432,1610612745,Houston Rockets,Houston,Rockets,COL,NA
2002,38,2,10,Rod Grizzard,WAS,Alabama,College/University,2433,1610612764,Washington Wizards,Washington,Wizards,COL,NA
2002,39,2,11,Juan Carlos Navarro,WAS,FC Barcelona Basquet,Other Team/Club,2434,1610612764,Washington Wizards,Washington,Wizards,PRO,Spain
2002,40,2,12,Mario Kasun,LAC,Skyliners Frankfurt,Other Team/Club,2435,1610612746,Los Angeles Clippers,Los Angeles,Clippers,PRO,Germany
2002,41,2,13,Flip Murray,MIL,Shaw,College/University,2436,1610612749,Milwaukee Bucks,Milwaukee,Bucks,COL,NA
2002,42,2,14,Jason Jennings,POR,Arkansas State,College/University,2438,1610612757,Portland Trail Blazers,Portland,Trail Blazers,COL,NA
2002,43,2,15,Lonny Baxter,CHI,Maryland,College/University,2437,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2002,44,2,16,Sam Clancy,PHI,Southern California,College/University,2439,1610612755,Philadelphia 76ers,Philadelphia,76ers,COL,NA
2002,45,2,17,Matt Barnes,MEM,California-Los Angeles,College/University,2440,1610612763,Memphis Grizzlies,Memphis,Grizzlies,COL,NA
2002,46,2,18,Jamal Sampson,UTA,California,College/University,2441,1610612762,Utah Jazz,Utah,Jazz,COL,NA
2002,47,2,19,Chris Owens,MIL,Texas,College/University,2442,1610612749,Milwaukee Bucks,Milwaukee,Bucks,COL,NA
2002,48,2,20,Peter Fehse,SEA,SV Halle,Other Team/Club,2526,1610612760,Seattle SuperSonics,Seattle,SuperSonics,PRO,Germany
2002,49,2,21,Darius Songaila,BOS,Wake Forest,College/University,2443,1610612738,Boston Celtics,Boston,Celtics,COL,NA
2002,50,2,22,Federico Kammerichs,POR,Club Ourense Baloncesto,Other Team/Club,2444,1610612757,Portland Trail Blazers,Portland,Trail Blazers,PRO,Spain
2002,51,2,23,Marcus Taylor,MIN,Michigan State,College/University,2445,1610612750,Minnesota Timberwolves,Minnesota,Timberwolves,COL,NA
2002,52,2,24,Rasual Butler,MIA,La Salle,College/University,2446,1610612748,Miami Heat,Miami,Heat,COL,NA
2002,53,2,25,Tamar Slay,NJN,Marshall,College/University,2447,1610612751,New Jersey Nets,New Jersey,Nets,COL,NA
2002,54,2,26,Mladen Sekularac,DAL,KK FMP,Other Team/Club,2448,1610612742,Dallas Mavericks,Dallas,Mavericks,PRO,Serbia
2002,55,2,27,Luis Scola,SAS,Saski Baskonia,Other Team/Club,2449,1610612759,San Antonio Spurs,San Antonio,Spurs,PRO,Spain
2002,56,2,28,Randy Holcomb,SAS,San Diego State,College/University,2450,1610612759,San Antonio Spurs,San Antonio,Spurs,COL,NA
2002,57,2,29,Corsley Edwards,SAC,Central Connecticut State,College/University,2451,1610612758,Sacramento Kings,Sacramento,Kings,COL,NA
2001,1,1,1,Kwame Brown,WAS,Glynn Academy,High School,2198,1610612764,Washington Wizards,Washington,Wizards,HS,NA
2001,2,1,2,Tyson Chandler,LAC,Dominguez,High School,2199,1610612746,Los Angeles Clippers,Los Angeles,Clippers,HS,NA
2001,3,1,3,Pau Gasol,ATL,FC Barcelona Basquet,Other Team/Club,2200,1610612737,Atlanta Hawks,Atlanta,Hawks,PRO,Spain
2001,4,1,4,Eddy Curry,CHI,Thornwood,High School,2201,1610612741,Chicago Bulls,Chicago,Bulls,HS,NA
2001,5,1,5,Jason Richardson,GSW,Michigan State,College/University,2202,1610612744,Golden State Warriors,Golden State,Warriors,COL,NA
2001,6,1,6,Shane Battier,MEM,Duke,College/University,2203,1610612763,Memphis Grizzlies,Memphis,Grizzlies,COL,NA
2001,7,1,7,Eddie Griffin,NJN,Seton Hall,College/University,2204,1610612751,New Jersey Nets,New Jersey,Nets,COL,NA
2001,8,1,8,DeSagana Diop,CLE,Oak Hill Academy,High School,2205,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,HS,NA
2001,9,1,9,Rodney White,DET,North Carolina-Charlotte,College/University,2206,1610612765,Detroit Pistons,Detroit,Pistons,COL,NA
2001,10,1,10,Joe Johnson,BOS,Arkansas,College/University,2207,1610612738,Boston Celtics,Boston,Celtics,COL,NA
2001,11,1,11,Kedrick Brown,BOS,Northwest Florida State,College/University,2208,1610612738,Boston Celtics,Boston,Celtics,COL,NA
2001,12,1,12,Vladimir Radmanovic,SEA,KK FMP,Other Team/Club,2209,1610612760,Seattle SuperSonics,Seattle,SuperSonics,PRO,Serbia
2001,13,1,13,Richard Jefferson,HOU,Arizona,College/University,2210,1610612745,Houston Rockets,Houston,Rockets,COL,NA
2001,14,1,14,Troy Murphy,GSW,Notre Dame,College/University,2211,1610612744,Golden State Warriors,Golden State,Warriors,COL,NA
2001,15,1,15,Steven Hunter,ORL,DePaul,College/University,2212,1610612753,Orlando Magic,Orlando,Magic,COL,NA
2001,16,1,16,Kirk Haston,CHH,Indiana,College/University,2213,1610612766,Charlotte Hornets,Charlotte,Hornets,COL,NA
2001,17,1,17,Michael Bradley,TOR,Villanova,College/University,2214,1610612761,Toronto Raptors,Toronto,Raptors,COL,NA
2001,18,1,18,Jason Collins,HOU,Stanford,College/University,2215,1610612745,Houston Rockets,Houston,Rockets,COL,NA
2001,19,1,19,Zach Randolph,POR,Michigan State,College/University,2216,1610612757,Portland Trail Blazers,Portland,Trail Blazers,COL,NA
2001,20,1,20,Brendan Haywood,CLE,North Carolina,College/University,2217,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,COL,NA
2001,21,1,21,Joseph Forte,BOS,North Carolina,College/University,2218,1610612738,Boston Celtics,Boston,Celtics,COL,NA
2001,22,1,22,Jeryl Sasser,ORL,Southern Methodist,College/University,2219,1610612753,Orlando Magic,Orlando,Magic,COL,NA
2001,23,1,23,Brandon Armstrong,HOU,Pepperdine,College/University,2220,1610612745,Houston Rockets,Houston,Rockets,COL,NA
2001,24,1,24,Raul Lopez,UTA,Real Madrid Baloncesto,Other Team/Club,2221,1610612762,Utah Jazz,Utah,Jazz,PRO,Spain
2001,25,1,25,Gerald Wallace,SAC,Alabama,College/University,2222,1610612758,Sacramento Kings,Sacramento,Kings,COL,NA
2001,26,1,26,Samuel Dalembert,PHI,Seton Hall,College/University,2223,1610612755,Philadelphia 76ers,Philadelphia,76ers,COL,NA
2001,27,1,27,Jamaal Tinsley,MEM,Iowa State,College/University,2224,1610612763,Memphis Grizzlies,Memphis,Grizzlies,COL,NA
2001,28,1,28,Tony Parker,SAS,Paris Basket Racing,Other Team/Club,2225,1610612759,San Antonio Spurs,San Antonio,Spurs,PRO,France
2001,29,2,1,Trenton Hassell,CHI,Austin Peay,College/University,2239,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2001,30,2,2,Gilbert Arenas,GSW,Arizona,College/University,2240,1610612744,Golden State Warriors,Golden State,Warriors,COL,NA
2001,31,2,3,Omar Cook,ORL,St. John's (NY),College/University,2241,1610612753,Orlando Magic,Orlando,Magic,COL,NA
2001,32,2,4,Will Solomon,MEM,Clemson,College/University,2226,1610612763,Memphis Grizzlies,Memphis,Grizzlies,COL,NA
2001,33,2,5,Terence Morris,ATL,Maryland,College/University,2242,1610612737,Atlanta Hawks,Atlanta,Hawks,COL,NA
2001,34,2,6,Brian Scalabrine,NJN,Southern California,College/University,2243,1610612751,New Jersey Nets,New Jersey,Nets,COL,NA
2001,35,2,7,Jeff Trepagnier,CLE,Southern California,College/University,2244,1610612739,Cleveland Cavaliers,Cleveland,Cavaliers,COL,NA
2001,36,2,8,Damone Brown,PHI,Syracuse,College/University,2245,1610612755,Philadelphia 76ers,Philadelphia,76ers,COL,NA
2001,37,2,9,Mehmet Okur,DET,Anadolu Efes S.K.,Other Team/Club,2246,1610612765,Detroit Pistons,Detroit,Pistons,PRO,Turkey
2001,38,2,10,Michael Wright,NYK,Arizona,College/University,2247,1610612752,New York Knicks,New York,Knicks,COL,NA
2001,39,2,11,Earl Watson,SEA,California-Los Angeles,College/University,2248,1610612760,Seattle SuperSonics,Seattle,SuperSonics,COL,NA
2001,40,2,12,Jamison Brewer,IND,Auburn,College/University,2249,1610612754,Indiana Pacers,Indiana,Pacers,COL,NA
2001,41,2,13,Bobby Simmons,SEA,DePaul,College/University,2250,1610612760,Seattle SuperSonics,Seattle,SuperSonics,COL,NA
2001,42,2,14,Eric Chenowith,NYK,Kansas,College/University,2251,1610612752,New York Knicks,New York,Knicks,COL,NA
2001,43,2,15,Kyle Hill,DAL,Eastern Illinois,College/University,2252,1610612742,Dallas Mavericks,Dallas,Mavericks,COL,NA
2001,44,2,16,Sean Lampley,CHI,California,College/University,2253,1610612741,Chicago Bulls,Chicago,Bulls,COL,NA
2001,45,2,17,Loren Woods,MIN,Arizona,College/University,2254,1610612750,Minnesota Timberwolves,Minnesota,Timberwolves,COL,NA
2001,46,2,18,Ousmane Cisse,DEN,St. Jude Educational Institute,High School,2255,1610612743,Denver Nuggets,Denver,Nuggets,HS,NA
2001,47,2,19,Antonis Fotsis,MEM,Panathinaikos B.C.,Other Team/Club,2238,1610612763,Memphis Grizzlies,Memphis,Grizzlies,PRO,Greece
2001,48,2,20,Ken Johnson,MIA,Ohio State,College/University,2256,1610612748,Miami Heat,Miami,Heat,COL,NA
2001,49,2,21,Ruben Boumtje-Boumtje,POR,Georgetown,College/University,2257,1610612757,Portland Trail Blazers,Portland,Trail Blazers,COL,NA
2001,50,2,22,Alton Ford,PHX,Houston,College/University,2228,1610612756,Phoenix Suns,Phoenix,Suns,COL,NA
2001,51,2,23,Andre Hutson,MIL,Michigan State,College/University,2259,1610612749,Milwaukee Bucks,Milwaukee,Bucks,COL,NA
2001,52,2,24,Jarron Collins,UTA,Stanford,College/University,2260,1610612762,Utah Jazz,Utah,Jazz,COL,NA
